label,claim,model,readability,word_pos,claim_id,binary_label
FC,4197 نِساء_noun 1 GPT4 تعتبر ماري كوري أول امرأة تفوز بجائزة نوبل، وهي فازت مرتين في,مجالين,,الفيزياء,,correct
FC,1298 أَعْلَن_verb 3 GPT4 أعلنت الإمارات العربية المتحدة عن إطلاق أول مسبار عربي,لاستكشاف,,يوليو,2020.0,correct
FI,"6407 أُسْتاذ_noun 1 GPT4 تعتبر رواية ""أستاذ ورئيس الطهاة"" للكاتب الأمريكي ريتشارد",بورتون,,أدبيًا,,incorrect
FC,585 تَمّ_verb 3 ChatGPT تم تصميم أول سيارة,بنزين,,عام,1885.0,correct
FI,2136 وَجَب_verb 3 GPT4 وجب الطعام هو مصطلح يشير إلى وجبة,غذائية,,وسهلة,,incorrect
FC,3008 حاوَل_verb 1 GPT4 في معركة بدر، حاول النبي محمد صلى الله عليه وسلم تنظيم,جيش,,بطريقة,,correct
FI,5410 قَدِيم_adj 1 GPT4 تأسست المكتبة الإسكندرية القديمة في القرن الثالث,قبل,,بمدينة,,incorrect
FI,2091 نِسْبَة_noun 3 ChatGPT نسبة البطالة في الأردن بلغت 23.9% في الربع,الأول,,عام,2021.0,incorrect
FC,2897 إِلّا_part_restrict 1 GPT4 القرآن الكريم يتألف من 114 سورة، إلا أن سورة الفاتحة تعتبر أهمها وأكثرها,ترديدًا,,قبل,,correct
FI,9758 صَفّ_noun 1 GPT4 تم العثور على أول صف من الأسنان في الفقمة، وهي حفرية تعود,إلى,500.0,مليون,,incorrect
FI,426 يَد_noun 1 GPT4 يعتبر اليد أحد أجزاء,الجهاز,,الهيكلي,,incorrect
FC,7893 واسِع_adj 1 ChatGPT الأمازون هو أوسع نهر في العالم,من,,الحجم,,correct
FC,3202 مَوْت_noun 1 ChatGPT يمكن أن يحدث الموت بسبب الأمراض المزمنة,مثل,,وأمراض,,correct
FC,2844 طَرَف_noun 4 ChatGPT يتم استخدام طرف,القلم,,للرسم,,correct
FC,1488 أَشار_verb 4 GPT4 أشار علماء الفلك إلى اكتشاف كوكب جديد خارج المجموعة الشمسية يعتقد أنه,قد,,صالحًا,,correct
FC,7926 فِرْقَة_noun 2 GPT4 فرقة البيتلز البريطانية تأسست في عام 1960 وتعتبر واحدة من أشهر,فرق,,في,,correct
FC,6755 فَرْد_noun 3 ChatGPT يتم تصنيف الفرد ضمن فئات مختلفة حسب عدة معايير,مثل,,والجنس,,correct
FC,8615 ٱِرْتَفَع_verb 2 ChatGPT ارتفع عدد الإصابات بفيروس كورونا في العالم إلى أكثر,من,100.0,مليون,,correct
FC,549 ٱِبْن_noun 1 GPT4 ابن خلدون هو مؤرخ وفيلسوف اقتصادي تونسي,يعتبر,,علم,,correct
FC,6435 حَمْلَة_noun 4 ChatGPT تم إطلاق حملة لتوفير الدعم النفسي,للأطفال,,في,,correct
FC,5561 جَلْسَة_noun 3 ChatGPT جلسة مجلس النواب الأردني عُقِدَتْ في الثاني عشر,من,,الثاني,2019.0,correct
FI,6428 إِرْهاب_noun 3 GPT4 تم تأسيس تنظيم القاعدة بواسطة أسامة بن لادن,في,,كجماعة,,incorrect
FC,135 لِ_prep 1 ChatGPT العرب هم أحد أكبر الشعوب في العالم بعدد سكان,يتجاوز,400.0,مليون,,correct
FC,9208 وافَق_verb 1 GPT4 وافق البرلمان الأوروبي على البروتوكول الإضافي لاتفاقية السلامة,النووية,,يوليو,2009.0,correct
FC,1650 أَب_noun 1 GPT4 أبو عبد الله محمد بن إسماعيل بن إبراهيم بن المغيرة بن بردزبه البخاري، المعروف بالإمام البخاري، هو عالم حديث,ومحدث,,ومؤرخ,,correct
FC,4476 تَصْرِيح_noun 3 GPT4 طلب العالِم الإسلامي الخوارزمي من الخليفة العباسي العلم والدعم,لإنشاء,,للرياضيات,,correct
FC,7389 صِفْر_noun_num 1 GPT4 تم استخدام الصفر في الهند القديمة في,القرون,,والسادس,,correct
FC,947 مِنْطَقَة_noun 2 GPT4 منطقة السيليكون في ولاية كاليفورنيا بالولايات المتحدة الأمريكية معروفة,بكونها,,التكنولوجيا,,correct
FC,3800 مُدِير_noun 1 GPT4 تم تعيين كريستين لاغارد كأول امرأة تشغل منصب المديرة,العامة,,النقد,,correct
FC,"2015 أَجْل_noun 5 ChatGPT يستخدم مصطلح ""أجل"" في اللغة العربية الفصحى",للإشارة,,الزمن,,correct
FC,1018 حَقّ_noun 2 GPT4 الحق في الحياة هو أحد الحقوق الأساسية التي يكفلها,القانون,,لحماية,,correct
FI,4791 دِين_noun 1 ChatGPT الإسلام هو دين,الأغلبية,,الدول,,incorrect
FC,5601 طاقَة_noun 3 ChatGPT تعتبر الطاقة الشمسية من أهم مصادر,الطاقة,,في,,correct
FC,886 أُخْرَى_adj 3 GPT4 الأردن يشترك في حدوده مع دول عربية أخرى,مثل,,وفلسطين,,correct
FI,2066 مِئَة_noun_num 1 GPT4 مئة عام هي المدة التي تم خلالها,بناء,,الصين,,incorrect
FC,2131 وَجَب_verb 3 ChatGPT وجب الالتزام بالتباعد الاجتماعي للحد,من,,فيروس,,correct
FC,6718 نَجْم_noun 1 GPT4 تعتبر سيريوس نجم الكلب الأكبر ألمع نجم في سماء الليل,ويمكن,,بالعين,,correct
FI,7773 ساحَة_noun 1 ChatGPT تم تصميم ساحة الشهداء في,عمان,,شكل,,incorrect
FC,4209 لاعِب_noun 1 GPT4 يعتبر اللاعب الأرجنتيني ليونيل ميسي هداف الدوري,الإسباني,,مر,,correct
FC,5762 صِناعَة_noun 2 ChatGPT تعتبر صناعة النفط من أهم,الصناعات,,الشرق,,correct
FC,2124 قَضِيَّة_noun 3 ChatGPT تعد قضية تغير المناخ من أكبر القضايا العالمية التي تواجه,البشرية,,الوقت,,correct
FC,2607 لَيْلَة_noun 1 GPT4 تقام ليلة الحناء قبل الزفاف في العديد من الثقافات العربية، حيث تلون,العروس,,ويديها,,correct
FC,4084 صَدْر_noun 1 ChatGPT تم صدور تقرير حول تأثير التغير المناخي على,الحياة,,في,,correct
FC,3968 شابّ_noun 1 GPT4 شاب خالد هو فنان جزائري يُعتبر ملك موسيقى الراي,ومن,,عام,1960.0,correct
FC,9874 جَوْلَة_noun 2 ChatGPT جولة الفريق الأول لكرة القدم بنادي الهلال السعودي في دوري أبطال آسيا عام 2019 شملت,العديد,,الدول,,correct
FC,5642 قِيام_noun 4 ChatGPT تعني كلمة,"""قيام""",,أو,,correct
FC,2037 خارِجِيّ_adj 2 GPT4 تعتبر السياسة الخارجية للدولة الوسيلة التي تتعامل,بها,,الدول,,correct
FC,509 قُوَّة_noun 1 GPT4 تعتمد قوة الشد السطحي على التجاذب المتبادل,بين,,السائل,,correct
FI,6450 إِثْرَ_noun 5 GPT4 إثر اغتيال جوليوس قيصر، اندلعت حروب أهلية في روما قادت إلى انتهاء,الجمهورية,,وبداية,,incorrect
FI,6554 قِصَّة_noun 1 ChatGPT الأسود الحقيقي هو الذي يمتلك الفراء الأسود الكامل,دون,,لون,,incorrect
FC,708 حَيْثُ_adv_rel 3 GPT4 حيث تعتبر الصين أكبر مصدر,للطاقة,,في,,correct
FC,6221 مَعْلُوم_noun 4 ChatGPT الأرقام السرية للبطاقات الائتمانية هي معلومة سرية يجب عدم مشاركتها,مع,,شخص,,correct
FC,9849 أُسْلُوب_noun 2 GPT4 أسلوب الفن البيزنطي يشتهر بتأثيره على الفنون,الدينية,,أوروبا,,correct
FC,8730 تِجارَة_noun 1 GPT4 تجارة الأسلحة هي النشاط الاقتصادي المتعلق بتصنيع,وتوزيع,,الأسلحة,,correct
FC,8280 جَبَل_noun 1 GPT4 جبل سيناء يعتبر مقدسا للديانات الإبراهيمية ويقع في,شبه,,سيناء,,correct
FC,7887 صَحِيح_adj 1 GPT4 صحيح أن الأرض تستغرق 365 يوم و 6 ساعات تقريباً لإكمال,دورة,,حول,,correct
FC,3724 فَتْح_noun 1 ChatGPT فتح مكة كان,في,,630,,correct
FC,8261 لَقِي_verb 3 ChatGPT لقي الرئيس الأمريكي جو بايدن الرئيس الروسي فلاديمير بوتين,في,,في,,correct
FI,736 أَيّ_noun_quant 1 GPT4 أي هو حرف استفهام يستخدم في,السؤال,,الخيارات,,incorrect
FC,1112 مُتَّحِد_adj 3 ChatGPT الاتحاد الأوروبي هو اتحاد سياسي واقتصادي متحد,يضم,27.0,دولة,,correct
FC,9979 فارِس_noun 2 GPT4 عاصمة محافظة فارس,هي,,شيراز,,correct
FI,5708 غَرِيب_adj 1 GPT4 يحتفظ الجيش المصري بمقاتلة من طراز,سوخوي-35,,تسمى,,incorrect
FC,928 حَوْل_noun 1 GPT4 تم بناء قناة السويس حول عام 1869 لربط البحر,الأبيض,,بالبحر,,correct
FC,9060 سائِق_noun 1 GPT4 سائق الرالي الفنلندي تومي ماكينن فاز ببطولة العالم,للراليات,,مرات,,correct
FI,3370 صَباح_noun 1 GPT4 صباح جابر هو مخرج ومنتج سينمائي عراقي ولد,في,,عام,1944.0,incorrect
FC,4644 ٱِجْتِماعِيّ_adj 3 ChatGPT تساعد الأنشطة الاجتماعية على تعزيز العلاقات الاجتماعية,وتقوية,,بين,,correct
FC,5310 جَمال_noun 1 GPT4 جمال الغيطاني كان كاتبًا وروائيًا مصريًا حائزًا على,العديد,,الجوائز,,correct
FC,6729 قَطَع_verb 1 GPT4 تعتبر قطع الزجاج الملونة مكوناً أساسياً في تصميم النوافذ,الزجاجية,,وفن,,correct
FI,8389 ساعَد_verb 1 GPT4 ساعد العالم البريطاني تشارلز داروين في تطوير نظرية,التطور,,خلال,,incorrect
FI,10 فِي_prep 1 GPT4 في العصر البرونزي، بدأت البشرية في استخدام,المعادن,,الأدوات,,incorrect
FC,104 أَنَّ_conj_sub 2 ChatGPT يعتبر العرب أن الخليج العربي هو أكبر منطقة,ترسيب,,في,,correct
FI,7840 ٱِتَّهَم_verb 3 GPT4 اتهم الممثل جوني ديب زوجته السابقة أمبر هيرد,بالتحريض,,العنف,,incorrect
FI,446 إِلّا_part_restrict 1 GPT4 إن القارة القطبية الجنوبية تعتبر القارة الوحيدة التي لا يوجد فيها أي دولة دائمة الاقامة,إلا,,علمية,,incorrect
FC,4185 طَبِيب_noun 1 ChatGPT يمكن للأطباء العمل في مجالات مختلفة مثل,الجراحة,,الباطنية,,correct
FI,3032 مَوْقِف_noun 2 ChatGPT أعلنت الحكومة المصرية موقفها الرسمي بشأن الأزمة,الخليجية,,دعمها,,incorrect
FC,652 حِين_noun 3 ChatGPT المسافة بين الأرض والشمس تتغير,حين,,الأرض,,correct
FI,8263 لَقِي_verb 3 ChatGPT لقي العالم الأمريكي نيل أرمسترونج أول إنسان في التاريخ يصل إلى,القمر,,عام,1969.0,incorrect
FC,9804 مُعَسْكَر_noun 3 ChatGPT تم إنشاء معسكر للاجئين السودانيين في,محافظة,,في,,correct
FC,3100 مُسْتَوَى_noun 1 GPT4 يعتبر مستوى التعليم في فنلندا,من,,المستويات,,correct
FC,7645 أَداء_noun 3 ChatGPT يتم تحسين أداء السيارات من خلال,الصيانة,,والتحديثات,,correct
FI,3357 دَفَع_verb 1 GPT4 في عام 2019، دفعت المملكة العربية السعودية أكثر من 61 مليار دولار,كمساعدات,,للدول,,incorrect
FC,6276 تَوَلَّى_verb 3 GPT4 تولى الرئيس المصري جمال عبد الناصر رئاسة الجمهورية في الفترة,من,1956.0,إلى,1970.0,correct
FC,7815 ٱِزْداد_verb 2 ChatGPT ازدادت مساحة الصحراء في العالم بنسبة,10٪,,القرن,,correct
FC,9147 نَفَّذ_verb 4 GPT4 ظهرت أولى قوانين ضرب العملات المعدنية في العالم الإسلامي في عهد الخليفة,عبد,,بن,,correct
FC,5923 سَجَّل_verb 1 ChatGPT يجب على الشركات الحفاظ على,سجل,,للمعاملات,,correct
FC,8906 ثَرْوَة_noun 3 GPT4 الثروة النفطية في المملكة العربية السعودية تُعتبر من أكبر,الثروات,,في,,correct
FC,3807 حاجَة_noun 2 GPT4 في مصر، تعتبر حاجة الأهرامات من أشهر المعالم,السياحية,,في,,correct
FC,3283 أَدَّى_verb 3 ChatGPT أدى الإعصار إيدا إلى فيضانات واسعة النطاق في ولاية لويزيانا,الأمريكية,,أغسطس,2021.0,correct
FI,7317 ٱِضْطِراب_noun 4 GPT4 تعتبر الاضطرابات المزاجية أحد,أنواع,,النفسية,,incorrect
FI,1358 ثَلاث_noun_num 1 GPT4 أكبر ثلاث دول في العالم من حيث المساحة,هي,,وكندا,,incorrect
FC,4284 أَعْطَى_verb 2 ChatGPT أعطى الفنان الإيطالي ليوناردو دافنشي العديد من الأعمال الفنية,الشهيرة,,لوحة,,correct
FC,9001 وَلِي_verb 5 ChatGPT ولي العهد السعودي هو,الأمير,,بن,,correct
FI,8155 مُسَلَّح_adj 2 ChatGPT تم إلقاء القبض على مسلحين اثنين بعد محاصرتهما في منزل بمدينة,الدار,,في,,incorrect
FC,1126 نَظَر_verb 1 GPT4 يُعتبر طريقة النظر في علم الجمال أحد المفاهيم,الأساسية,,الفن,,correct
FC,2836 سُوق_noun 1 GPT4 سوق البلدة القديمة في دبي يعتبر من أقدم الأسواق التجارية المتواجدة,في,,العربية,,correct
FI,5900 نَفْط_noun 3 GPT4 ظل الجبال يوفر مناخاً مناسباً,لنمو,,النباتات,,incorrect
FI,4172 عَوْدَة_noun 2 ChatGPT تم الإعلان عن عودة الرحلات الجوية بين الإمارات وقطر بعد قطع العلاقات,الدبلوماسية,,3,,incorrect
FC,1949 بَدَأ_verb 1 GPT4 بدأ الثورة الفرنسية عام 1789 وأدت,إلى,,الجمهورية,,correct
FI,833 كَثِير_adj 1 ChatGPT كثير من الأطفال العرب يتحدثون,اللغة,,كلغتهم,,incorrect
FC,7213 جُمْلَة_noun 1 ChatGPT يمكن أن تكون الجملة,العربية,,أو,,correct
FC,7901 حُلْم_noun 1 ChatGPT حلم مارتن لوثر كينغ الشهير كان تحقيق المساواة بين الأعراق,في,,المتحدة,,correct
FC,4411 نَقَل_verb 2 ChatGPT تعد خدمات النقل العام في العالم العربي متنوعة,وتختلف,,دولة,,correct
FC,9597 ٱِتِّجاه_noun 2 GPT4 في الفيزياء، يعتبر,الاتجاه,,أساسياً,,correct
FC,3749 رَفَع_verb 1 GPT4 عرفت الحروب الصليبية في القرون الوسطى بالقتل والتدمير الذي,خلفته,,الشرق,,correct
FC,6213 واقِع_noun 2 ChatGPT الواقع الصحي في العالم يتأثر بشكل,كبير,,البيئية,,correct
FC,9097 وَعَد_verb 1 GPT4 وعد الرئيس الأمريكي أبراهام لينكولن بإلغاء,الرق,,الولايات,,correct
FI,2270 جِهَة_noun 2 GPT4 تقع جهة طنجة-تطوان-الحسيمة شمال المملكة المغربية وتشتهر بمينائها,المتطور,,الصناعية,,incorrect
FC,9918 غِياب_noun 2 GPT4 تعتبر الفواكه والخضروات مصدرًا غنيًا بالفيتامينات والمعادن التي تفتقر إليها النظم الغذائية,المتأثرة,,هذه,,correct
FI,2663 لِقاء_noun 2 ChatGPT تم عقد لقاء بين الرئيس الصيني والرئيس الأمريكي في,قمة,,عام,2019.0,incorrect
FI,8056 طائِرَة_noun 1 GPT4 طائرة الأخوين رايت فلاير كانت أول طائرة تستخدم بشكل ناجح,في,,عام,1903.0,incorrect
FC,9542 لَهْجَة_noun 4 ChatGPT تتميز لهجة الشام,بالنطق,,للحروف,,correct
FC,1735 مَشْرُوع_noun 2 ChatGPT يعتبر مشروع الحرمين السريع في المملكة العربية السعودية أحد أكبر مشاريع,النقل,,في,,correct
FC,1843 مال_noun 1 ChatGPT تعتبر الأسهم والأوراق المالية من أهم الأدوات,المالية,,الاقتصاد,,correct
FI,4610 زَوْجَة_noun 1 GPT4 تزوج الملك فيصل بن عبد العزيز آل سعود,أربع,,خلال,,incorrect
FC,8059 طائِرَة_noun 1 GPT4 تعتبر طائرة إيرباص A380 أكبر طائرة ركاب في العالم حيث يمكنها أن تستوعب,أكثر,,853,,correct
FC,4117 عَنَى_verb 3 GPT4 أعلنت منظمة الصحة العالمية في عام 2020 أن فيروس كورونا المستجد,من,,فيروسات,,correct
FC,4715 إِطار_noun 3 ChatGPT يستخدم إطار,الدراجات,,العجلات,,correct
FC,6926 أَحَسّ_verb 1 GPT4 أحس الإنسان بالحرارة من خلال جهاز الإحساس,بالحرارة,,في,,correct
FC,4048 حَصَل_verb 1 GPT4 حصلت مصر على استضافة بطولة كأس الأمم الأفريقية,لكرة,,عام,2019.0,correct
FC,4050 حَصَل_verb 1 GPT4 حصل الكاتب نجيب محفوظ على جائزة,نوبل,,عام,1988.0,correct
FC,5741 أَلَم_noun 1 ChatGPT ألم هو إحساس غير مريح يشعر,به,,في,,correct
FC,4191 نِساء_noun 1 ChatGPT نساء يشكلن نسبة 50% من,عدد,,في,,correct
FI,1737 مَشْرُوع_noun 2 GPT4 تم تأسيس مشروع الإنترنت المصرى عام 1993 بهدف توفير الخدمات الإنترنتية,في,,مصر,,incorrect
FC,"5882 مَعْنَى_noun 1 ChatGPT معنى كلمة ""الحب"" هو الشعور بالإعجاب والتقدير",والإخلاص,,شخص,,correct
FC,9474 شَعْبِيّ_adj 4 ChatGPT يعتبر العمل في الخدمة العامة,شرفًا,,من,,correct
FC,4986 عَدُوّ_noun 2 GPT4 عدو الماء والرياح هو مصطلح يستخدم لوصف,مقاومة,,لتأثيرات,,correct
FC,5087 زِيادَة_noun 1 GPT4 تسبب زيادة استهلاك السكر بشكل مفرط,في,,بمرض,,correct
FI,6479 أَثار_verb 3 GPT4 في عام 2013، تم تسجيل أكثر من 200 قتيل في تفجير,كنيسة,,بالإسكندرية,,incorrect
FI,6411 وَصَف_verb 2 ChatGPT تم تصميم كأس العالم لكرة القدم لأول,مرة,,عام,1930.0,incorrect
FC,4883 زَعِيم_noun 1 ChatGPT زعيم الاتحاد السوفيتي,السابق,,يوسف,,correct
FC,707 حَيْثُ_adv_rel 3 GPT4 حيث يعتبر النيل أطول نهر في,العالم,,6650,,correct
FC,9460 واصَل_verb 2 GPT4 واصل العالم البريطاني تشارلز داروين دراساته عن التطور,وكتب,,"""أصل",,correct
FC,"9789 عُنْوان_noun 1 GPT4 ""العنوان الموجز"" هو عبارة عن تلخيص قصير للموضوع المطروح",في,,أو,,correct
FC,440 عَمَل_noun 1 GPT4 عمل الطبيب العربي ابن سينا على كتاب القانون في الطب,الذي,,على,,correct
FC,4288 أَعْطَى_verb 2 GPT4 أعطى العالم العربي الحسن بن الهيثم إسهامات هامة في مجال,البصريات,,التفسير,,correct
FI,9553 مُحادَثَة_noun 3 ChatGPT تعتبر محادثة العربية الفصحى اللغة الرسمية في,26,,حول,,incorrect
FC,145 عَن_prep 1 ChatGPT يعتبر النفط مورداً هاماً,للدول,,عن,,correct
FC,4620 سَعَى_verb 3 GPT4 سعى جمال عبد الناصر لتحقيق الوحدة العربية من خلال اتحاد مصر وسوريا في دولة واحدة تحت,مسمى,,العربية,,correct
FC,8726 تِجارَة_noun 1 GPT4 تعتبر تجارة النفط الخام من أكبر الصناعات على مستوى العالم,وتمثل,,أساسياً,,correct
FC,4161 ظَلّ_verb 3 ChatGPT ظل الشجرة يوفر الظل الكافي للجلوس,تحتها,,الأيام,,correct
FC,"5890 مَعْنَى_noun 1 GPT4 في العلم الفلكي، معنى ""مراكز الكواكب"" هو نقاط",محورية,,تدور,,correct
FC,8764 مُؤَكِّد_adj 3 ChatGPT تم تأكيد أن الحرائق التي اندلعت في الأمازون تسببت,في,,ملايين,,correct
FC,9769 مَرْكَزِيّ_adj 4 GPT4 تأسس البنك المركزي المصري في عام 1961 ويعمل على حفظ الاستقرار,النقدي,,النمو,,correct
FC,9612 ٱِعْتِماد_noun 2 ChatGPT تعتمد الشركات,على,,لزيادة,,correct
FC,4359 مَوْضُوع_noun 1 GPT4 يقدم موضوع العمارة الإسلامية في الأندلس نظرة على الفن والتصاميم المعمارية الفريدة التي ازدهرت في الجزيرة,الإيبيرية,,العصور,,correct
FC,6746 جُزْء_noun 1 GPT4 يتكون جزء المادة من ذرات أو جزيئات تتواصل,بينها,,الروابط,,correct
FC,9425 سَرِير_noun 1 ChatGPT تجاوز عدد السكان في الهند حاجز المليار,و,300.0,مليون,,correct
FI,2248 وَطَنِيّ_adj 2 GPT4 يعتبر التعليم في وطني الأردن من أفضل المستويات في المنطقة العربية ويضم جامعات مرموقة مثل الجامعة,الأردنية,,العلوم,,incorrect
FI,"54 كان_verb 1 ChatGPT كانت الحرب العالمية الأولى تعرف بـ ""حرب الأمم""",وشاركت,,32,,incorrect
FC,4407 رَدّ_noun 1 GPT4 رد الفعل الفزيائي لا,يغير,,المادة,,correct
FI,9666 سَقْف_noun 1 GPT4 سقف السرعة للقطارات اليابانية الشهيرة Shinkansen,هو,,320,,incorrect
FC,5756 تَنْمِيَة_noun 3 GPT4 تنمية الموارد البشرية تعتبر أحد أهم,مكونات,,الأمم,,correct
FC,740 أَيّ_noun_quant 1 GPT4 أي أو أس هي نظام تشغيل للأجهزة المحمولة,من,,شركة,,correct
FC,6310 قَوِيّ_adj 1 GPT4 تعتبر النسور من الطيور القوية والمفترسة التي تمتاز بنظرها القوي وقدرتها,على,,لمسافات,,correct
FI,"470 عاد_verb 1 GPT4 عاد الكاتب نجيب محفوظ إلى الأدب بعد فترة طويلة من الصمت برواية ""الحب فوق هضبة","الهرم""",,عام,2005.0,incorrect
FI,3105 صَغِير_adj 1 ChatGPT المريخ هو الكوكب الرابع من حيث المسافة عن الشمس ولكنه يحتوي على أصغر,قطر,,النظام,,incorrect
FC,2293 عَلاقَة_noun 1 ChatGPT العلاقة بين الإنسان والحيوانات تعتبر,من,,الطبيعية,,correct
FC,1980 وِزارَة_noun 3 GPT4 في تونس، تأسست وزارة الفلاحة والموارد المائية والصيد,البحري,,عام,2015.0,correct
FC,6945 دَيْر_noun 4 ChatGPT دير السيدة زينب هو,مسجد,,القاهرة،,,correct
FI,2771 حَقِيقَة_noun 1 ChatGPT حقيقة أن الأردن هو المملكة الوحيدة في العالم التي,تحتوي,,البحر,,incorrect
FI,529 لَيْسَ_verb 1 GPT4 ليس كوكب الأرض مسطحًا،,بل,,كروي,,incorrect
FC,7215 جُمْلَة_noun 1 ChatGPT يمكن تحويل الجملة العربية من النفي إلى التأكيد,بتغيير,,الكلمات,,correct
FC,6279 تَوَلَّى_verb 3 GPT4 تولى الشيخ زايد بن سلطان آل نهيان رئاسة دولة الإمارات العربية المتحدة منذ تأسيسها في عام 1971 حتى,وفاته,,عام,2004.0,correct
FC,6745 جُزْء_noun 1 ChatGPT جزء من الجهاز الهضمي,يتكون,,الأمعاء,,correct
FC,1410 ذُو_noun 3 GPT4 ذو النورين هو لقب الخليفة عثمان بن,عفان,,الخلفاء,,correct
FC,3500 قَلِيل_adj 1 GPT4 يحتوي الشاي الأخضر على قليل من الكافيين,مقارنة,,الأسود,,correct
FC,163 لَمْ_part_neg 2 ChatGPT لم يتم العثور على أي دليل على وجود الأساطير,الرومانية,,العالم,,correct
FC,9040 ٱِسْتَقْبَل_verb 1 GPT4 استقبلت مدينة ريو دي جانيرو الألعاب الأولمبية,الصيفية,,عام,2016.0,correct
FC,3899 خَيْر_noun 1 GPT4 تعتبر جائزة دبي للقرآن الكريم والتي تمنح لأفضل قارئ منافسة يعتبر فيها,القرآن,,خير,,correct
FC,5833 رابِع_adj_num 1 ChatGPT يتميز كوكب المريخ بوجود جبال,ووديان,,على,,correct
FI,5174 أَبْيَض_adj 1 ChatGPT الخيول الأبيض هي من السلالات,الأكثر,,في,,incorrect
FI,9345 سَعِيد_adj 1 ChatGPT سعيد هو اسم شخصية في فيلم,الرسوم,,"""الأميرة",,incorrect
FC,3471 مُنَظَّمَة_noun 4 ChatGPT منظمة الصحة العالمية هي منظمة,دولية,,للأمم,,correct
FC,8229 ظَرْف_noun 3 GPT4 ظروف المناخ تؤثر على توزيع النباتات,والحيوانات,,سطح,,correct
FI,3620 رَسْمِيّ_adj 3 GPT4 من أهم الرياضات الرسمية في الدول العربية هي كرة,القدم,,السلة,,incorrect
FC,2155 مَسْؤُول_noun 3 ChatGPT يشغل المسؤول عن الطاقة في الجزائر,منصب,,الطاقة,,correct
FI,6447 إِثْرَ_noun 5 GPT4 إثر توقيع معاهدة توردسيا في عام 1494، تم تقسيم الأراضي,الجديدة,,إسبانيا,,incorrect
FC,"1280 صاحِب_noun 1 GPT4 صاحب فكرة علم الاقتصاد الكلاسيكي هو آدم سميث، الذي كتب كتاب ""ثروة","الأمم""",,عام,1776.0,correct
FI,6423 إِرْهاب_noun 3 ChatGPT يعتبر تنظيم القاعدة من أشهر,المنظمات,,في,,incorrect
FC,7849 رَفَع_verb 1 GPT4 اعتبارًا من سبتمبر 2021، تم رفع سن التقاعد في المملكة,المتحدة,,66,,correct
FC,5496 سَفِينَة_noun 1 GPT4 سفينة تيتانيك غرقت في أبريل 1912 بعد اصطدامها بجبل,جليدي,,المحيط,,correct
FC,1953 صُورَة_noun 1 ChatGPT صورة الأقمار الصناعية تستخدم,في,,المواقع,,correct
FI,"494 أَحَد_noun 1 ChatGPT أحد أشهر الأفلام العربية هو فيلم ""الخلية""",الذي,,عام,2017.0,incorrect
FC,743 حَتَّى_conj_sub 1 ChatGPT حتى الآن، لم يتم العثور على علاج,فعال,,كورونا,,correct
FI,8795 جُمْهُور_noun 1 ChatGPT جمهور سوريا يتجاوز,الـ,17.0,مليون,,incorrect
FC,1680 أَهْل_noun 1 GPT4 أهل العلم هم العلماء والمثقفون الذين يمتلكون معرفة عميقة في شتى,المجالات,,والدينية,,correct
FI,1925 حِزْب_noun 4 ChatGPT حزب الاتحاد الديمقراطي هو حزب سياسي كردي في,سوريا,,عام,2011.0,incorrect
FC,"4438 فَكَّر_verb 1 GPT4 أسس الفيلسوف الألماني إيمانويل كانت مفهوم ""نقد الفكر الخالص"" في كتابه",الشهير,,العقل,,correct
FI,8376 كَأَنَّما_part 3 GPT4 كأنما تعتبر الأرض مغناطيساً ضعيفاً، إذ تنشأ فيها تيارات كهربائية نتيجة,حركة,,السائلة,,incorrect
FC,760 عَلِم_verb 1 GPT4 يشتهر العلم أحمد,زويل,,علم,,correct
FC,8295 مُحامِي_noun 2 ChatGPT يمكن للمحامي أن يعمل في مكاتب المحاماة الكبيرة,أو,,مكتبه,,correct
FC,1519 بَلَغ_verb 3 GPT4 تبلغ مدة اليوم الفلكي على الأرض حوالي 23 ساعة,و56,,و4,,correct
FI,5784 ٱِعْتِبار_noun 3 ChatGPT تم اعتبار العربية الفصحى لغة رسمية,في,27.0,دولة,,incorrect
FC,5032 غَرْبِيّ_adj 3 ChatGPT الولايات المتحدة,الأمريكية,,دولة,,correct
FC,7664 تِجارِيّ_adj 3 ChatGPT التجارة الإلكترونية هي عملية البيع والشراء,التي,,عبر,,correct
FC,4423 خُرُوج_noun 1 ChatGPT تم الإعلان عن خروج القوات الفرنسية من,مالي,,فبراير,2022.0,correct
FC,4005 ثَوْب_noun 1 ChatGPT يمكن تزيين الثوب بالعديد من,الزخارف,,والألوان,,correct
FC,1131 نَحْو_noun 4 ChatGPT نحو هو مصطلح يستخدم في علم النحو,لوصف,,اللغة,,correct
FI,2277 سُلْطَة_noun 3 GPT4 تأسست سلطة الطيران المدني في السعودية في عام 1963 لتنظيم,وتطوير,,الطيران,,incorrect
FC,8340 حَجَر_noun 1 GPT4 يعتبر حجر البناء من أكثر المواد استخدامًا,في,,المعمارية,,correct
FC,9384 هُنَيْهَة_noun 5 ChatGPT يمكن استخدام هنيهة للإشارة إلى,فترة,,قصيرة,,correct
FC,2133 وَجَب_verb 3 ChatGPT وجب تناول الأطعمة الغنية بالألياف,لتحسين,,الجهاز,,correct
FI,8151 مُسَلَّح_adj 2 ChatGPT تم القبض على مسلحين اثنين بعد تبادل لإطلاق النار مع,الشرطة,,منطقة,,incorrect
